title,year,tags,type_of_document,origin_of_document,caption,authors_of_document,collections,thumbs,url
projet SAFARI d'interconnexion des fichiers,1974,"[ ""Félix Tréguer"" ]",article de presse,Le Monde,Article sur le projet d'interconnexion des fichiers nominatifs de l'administration française,Philippe Boucher,"[ ""2.4. Réguler l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/le-monde-0.pdf.0.png.180.jpeg?v=1654873370433"",""size"":180},{""path"":""_thumbs/shaping-ai/le-monde-0.pdf.0.png.360.jpeg?v=1654873370475"",""size"":360},{""path"":""_thumbs/shaping-ai/le-monde-0.pdf.0.png.600.jpeg?v=1654873370453"",""size"":600},{""path"":""_thumbs/shaping-ai/le-monde-0.pdf.0.png.800.jpeg?v=1654873370584"",""size"":800},{""path"":""_thumbs/shaping-ai/le-monde-0.pdf.0.png.1600.jpeg?v=1654873370550"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220610_170227-isc
Théorie de la Double Causalité,2014,"[ ""William Eldin"" ]",slides,Site de SlidePlayer,"Présentation de Philippe Guillemant, ingénieur de recherche hors classe au CNRS, à propos de ""La rétrocausalité dans l'acte juste. Ce que nous apprend la physique moderne""",Philippe Guillemant,"[ ""2.1. Performer le social"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/guillemant.pdf.0.png.180.jpeg?v=1654950541573"",""size"":180},{""path"":""_thumbs/shaping-ai/guillemant.pdf.0.png.360.jpeg?v=1654950541607"",""size"":360},{""path"":""_thumbs/shaping-ai/guillemant.pdf.0.png.600.jpeg?v=1654950541547"",""size"":600},{""path"":""_thumbs/shaping-ai/guillemant.pdf.0.png.800.jpeg?v=1654950541695"",""size"":800},{""path"":""_thumbs/shaping-ai/guillemant.pdf.0.png.1600.jpeg?v=1654950541611"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220611_142814-89v
La Distinction. Critique sociale du jugement,1979,"[ ""Dominique Cardon"" ]",livre,Editions de Minuit,Livre de Pierre Bourdieu sur le phénomène de distinction des classes sociales,Pierre Bouridue,"[ ""2.1. Performer le social"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/bourdieu-la-distinction.pdf.0.png.180.jpeg?v=1653986224438"",""size"":180},{""path"":""_thumbs/shaping-ai/bourdieu-la-distinction.pdf.0.png.360.jpeg?v=1653986224589"",""size"":360},{""path"":""_thumbs/shaping-ai/bourdieu-la-distinction.pdf.0.png.600.jpeg?v=1653986224616"",""size"":600},{""path"":""_thumbs/shaping-ai/bourdieu-la-distinction.pdf.0.png.800.jpeg?v=1653986224697"",""size"":800},{""path"":""_thumbs/shaping-ai/bourdieu-la-distinction.pdf.0.png.1600.jpeg?v=1653986224412"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220531_103653-9b9
Analyse de réseaux sociaux à l'aide de modèles de graphes alératoires,2011,"[ ""Pierre Latouche"" ]",slides,,Présentation de Pierre Latouche aux Journées MASHS,Pierre Latouche,"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/copie-de-latouche-slides-analyse-de-re-seaux-sociaux-a-laide-de-mode-les-de-graphe-ale-atoire.pdf.0.png.180.jpeg?v=1655070540967"",""size"":180},{""path"":""_thumbs/shaping-ai/copie-de-latouche-slides-analyse-de-re-seaux-sociaux-a-laide-de-mode-les-de-graphe-ale-atoire.pdf.0.png.360.jpeg?v=1655070541035"",""size"":360},{""path"":""_thumbs/shaping-ai/copie-de-latouche-slides-analyse-de-re-seaux-sociaux-a-laide-de-mode-les-de-graphe-ale-atoire.pdf.0.png.600.jpeg?v=1655070541022"",""size"":600},{""path"":""_thumbs/shaping-ai/copie-de-latouche-slides-analyse-de-re-seaux-sociaux-a-laide-de-mode-les-de-graphe-ale-atoire.pdf.0.png.800.jpeg?v=1655070541161"",""size"":800},{""path"":""_thumbs/shaping-ai/copie-de-latouche-slides-analyse-de-re-seaux-sociaux-a-laide-de-mode-les-de-graphe-ale-atoire.pdf.0.png.1600.jpeg?v=1655070541101"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_234841-dvm
Elections 2017 : une réorganisation du web social,2017,"[ ""Pierre Latouche"" ]",article de presse,The Conversation,Article sur l'étude du web social pour analyser la représentation des partis politiques sur les réseaux sociaux.,"Pierre Latouche, Charles Bouveyron","[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/copie-de-the-conversation-elections-2017-une-re-organisation-politique-du-web-social.pdf.0.png.180.jpeg?v=1655070653163"",""size"":180},{""path"":""_thumbs/shaping-ai/copie-de-the-conversation-elections-2017-une-re-organisation-politique-du-web-social.pdf.0.png.360.jpeg?v=1655070653212"",""size"":360},{""path"":""_thumbs/shaping-ai/copie-de-the-conversation-elections-2017-une-re-organisation-politique-du-web-social.pdf.0.png.600.jpeg?v=1655070653190"",""size"":600},{""path"":""_thumbs/shaping-ai/copie-de-the-conversation-elections-2017-une-re-organisation-politique-du-web-social.pdf.0.png.800.jpeg?v=1655070653199"",""size"":800},{""path"":""_thumbs/shaping-ai/copie-de-the-conversation-elections-2017-une-re-organisation-politique-du-web-social.pdf.0.png.1600.jpeg?v=1655070653422"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_235031-ck3
Naissance de la police scientifique,2016,"[ ""Marie Lechner"" ]",livre,Orep Editions,"Un œil sur le crime. Naissance de la police scientifique. Alphonse Bertillon de A à Z,",Pierre Piazza,"[ ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/sans-titre-13d.pdf.0.png.180.jpeg?v=1688308888390"",""size"":180},{""path"":""_thumbs/shaping-ai/sans-titre-13d.pdf.0.png.360.jpeg?v=1688308888428"",""size"":360},{""path"":""_thumbs/shaping-ai/sans-titre-13d.pdf.0.png.600.jpeg?v=1688308888415"",""size"":600},{""path"":""_thumbs/shaping-ai/sans-titre-13d.pdf.0.png.800.jpeg?v=1688308888426"",""size"":800},{""path"":""_thumbs/shaping-ai/sans-titre-13d.pdf.0.png.1600.jpeg?v=1688308888616"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230702_164118-dee
Plastic Origins,2022,"[ ""Charles Ollion"" ]",présentation (projet),Site du projet Plastic Origins,Présentation du projet Plastic Origins mené par l'association SurfRider,Plastic Origins,"[ ""1.4. Écologiser l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/surfrider-plastic-origins.pdf.0.png.180.jpeg?v=1654594785462"",""size"":180},{""path"":""_thumbs/shaping-ai/surfrider-plastic-origins.pdf.0.png.360.jpeg?v=1654594785630"",""size"":360},{""path"":""_thumbs/shaping-ai/surfrider-plastic-origins.pdf.0.png.600.jpeg?v=1654594785657"",""size"":600},{""path"":""_thumbs/shaping-ai/surfrider-plastic-origins.pdf.0.png.800.jpeg?v=1654594785739"",""size"":800},{""path"":""_thumbs/shaping-ai/surfrider-plastic-origins.pdf.0.png.1600.jpeg?v=1654594785449"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220607_113926-hki
Parkinson's Progression Markers Initiative,2022,"[ ""Ninon Burgos"" ]",dataset,Site de PPMI,"Présentation de la Parkinson's Progression Markers Initiative (PPMI), une étude longitudinale et multi-centrée visant à identifier des marqueurs de la progression de la maladie afin d'accélérer les essais thérapeutiques",PPMI,"[ ""1.2. Mettre en données le monde"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/dataset-ppmi.pdf.0.png.180.jpeg?v=1654770176845"",""size"":180},{""path"":""_thumbs/shaping-ai/dataset-ppmi.pdf.0.png.360.jpeg?v=1654770176869"",""size"":360},{""path"":""_thumbs/shaping-ai/dataset-ppmi.pdf.0.png.600.jpeg?v=1654770176875"",""size"":600},{""path"":""_thumbs/shaping-ai/dataset-ppmi.pdf.0.png.800.jpeg?v=1654770177003"",""size"":800},{""path"":""_thumbs/shaping-ai/dataset-ppmi.pdf.0.png.1600.jpeg?v=1654770176956"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_122137-7er
Projet ANR - PRAIRIE,2019,"[ ""Ninon Burgos"" ]",présentation (recherche),Site de l'ANR,"Présentation du projet ""PaRis Artificial Intelligence Research InstitutE"" (PRAIRIE) sur le site de l'Agence Nationale de la Recherche (ANR)",PRAIRIE Institut,"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/projet-anr-prairie.pdf.0.png.180.jpeg?v=1654766584747"",""size"":180},{""path"":""_thumbs/shaping-ai/projet-anr-prairie.pdf.0.png.360.jpeg?v=1654766584797"",""size"":360},{""path"":""_thumbs/shaping-ai/projet-anr-prairie.pdf.0.png.600.jpeg?v=1654766584776"",""size"":600},{""path"":""_thumbs/shaping-ai/projet-anr-prairie.pdf.0.png.800.jpeg?v=1654766584796"",""size"":800},{""path"":""_thumbs/shaping-ai/projet-anr-prairie.pdf.0.png.1600.jpeg?v=1654766584994"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_112037-s53
Décret n° 2014-1050 du 16 septembre 2014 instituant un administrateur général des données,2014,"[ ""PA Chevalier"" ]",texte législatif,,,Premier Ministre,"[ ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/copie-de-decret-n-2014-1050-du-16-septembre-2014-instituant-un-administrateur-general-des-donnees-legifrance.pdf.0.png.180.jpeg?v=1655047471966"",""size"":180},{""path"":""_thumbs/shaping-ai/copie-de-decret-n-2014-1050-du-16-septembre-2014-instituant-un-administrateur-general-des-donnees-legifrance.pdf.0.png.360.jpeg?v=1655047472032"",""size"":360},{""path"":""_thumbs/shaping-ai/copie-de-decret-n-2014-1050-du-16-septembre-2014-instituant-un-administrateur-general-des-donnees-legifrance.pdf.0.png.600.jpeg?v=1655047472004"",""size"":600},{""path"":""_thumbs/shaping-ai/copie-de-decret-n-2014-1050-du-16-septembre-2014-instituant-un-administrateur-general-des-donnees-legifrance.pdf.0.png.800.jpeg?v=1655047472103"",""size"":800},{""path"":""_thumbs/shaping-ai/copie-de-decret-n-2014-1050-du-16-septembre-2014-instituant-un-administrateur-general-des-donnees-legifrance.pdf.0.png.1600.jpeg?v=1655047472093"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_172421-m3i
Décret de création d'Etalab,2011,"[ ""PA Chevalier"" ]",texte législatif,LegiFrance,"Décret portant création d'une mission ""Etalab"" chargée de la création d'un portail unique interministériel des données publiques. Mission de rassembler et à mettre à disposition librement l'ensemble des informations publiques de l'Etat et apporter son appui pour faciliter la réutilisation la plus large possible des informations publiques des administrations",Premier Ministre,"[ ""4.2. Chaînes de valeur de la donnée"", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/legifrance-de-cret-n-2011-194-du-21-fe-vrier-2011.pdf.0.png.180.jpeg?v=1654764518899"",""size"":180},{""path"":""_thumbs/shaping-ai/legifrance-de-cret-n-2011-194-du-21-fe-vrier-2011.pdf.0.png.360.jpeg?v=1654764518950"",""size"":360},{""path"":""_thumbs/shaping-ai/legifrance-de-cret-n-2011-194-du-21-fe-vrier-2011.pdf.0.png.600.jpeg?v=1654764518916"",""size"":600},{""path"":""_thumbs/shaping-ai/legifrance-de-cret-n-2011-194-du-21-fe-vrier-2011.pdf.0.png.800.jpeg?v=1654764519070"",""size"":800},{""path"":""_thumbs/shaping-ai/legifrance-de-cret-n-2011-194-du-21-fe-vrier-2011.pdf.0.png.1600.jpeg?v=1654764519049"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_104825-00r
Programme de la présidence française de l'Union Européenne,2022,"[ ""Cécile Crichton"" ]",communiqué,PRÉSIDENCE FRANÇAISE DU CONSEIL DE L'UNION EUROPÉENNE,"France 2022. Relance, Puissance, Appartenance. Le programme de la présidence française du conseil de l'Unions Européenne. 1er janvier, 30 juin 2022.",PRÉSIDENCE FRANÇAISE DU CONSEIL DE L'UNION EUROPÉENNE,"[ ""4.3. Formation des imaginaires par la mise en récit de l'IA"", ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/france22-relance-puissance-appartenance-le-programme-de-la-pre-sidence-franc-aise-du-conseil-de-l-ue.pdf.0.png.180.jpeg?v=1654160755443"",""size"":180},{""path"":""_thumbs/shaping-ai/france22-relance-puissance-appartenance-le-programme-de-la-pre-sidence-franc-aise-du-conseil-de-l-ue.pdf.0.png.360.jpeg?v=1654160755615"",""size"":360},{""path"":""_thumbs/shaping-ai/france22-relance-puissance-appartenance-le-programme-de-la-pre-sidence-franc-aise-du-conseil-de-l-ue.pdf.0.png.600.jpeg?v=1654160755641"",""size"":600},{""path"":""_thumbs/shaping-ai/france22-relance-puissance-appartenance-le-programme-de-la-pre-sidence-franc-aise-du-conseil-de-l-ue.pdf.0.png.800.jpeg?v=1654160755625"",""size"":800},{""path"":""_thumbs/shaping-ai/france22-relance-puissance-appartenance-le-programme-de-la-pre-sidence-franc-aise-du-conseil-de-l-ue.pdf.0.png.1600.jpeg?v=1654160755546"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220602_110529-bb9
Processed World (journal),1981,"[ ""Félix Tréguer"", ""RYBN"" ]",article (presse spécialisée),Processed World Website,"Processed World magazine was founded in 1981 by a small group of dissidents, mostly in their twenties, who were then working in San Francisco's financial district. The magazine's creators found themselves using their only marketable skill after years of university education: “handling information.” In spite of being employed in offices as “temps,” few really thought of themselves as “office workers.” More common was the hopeful assertion that they were photographers, writers, artists, dancers, historians or philosophers.",Processed World,"[ ""1.4. Écologiser l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/processed-world-introduction.pdf.0.png.180.jpeg?v=1687959563892"",""size"":180},{""path"":""_thumbs/shaping-ai/processed-world-introduction.pdf.0.png.360.jpeg?v=1687959563923"",""size"":360},{""path"":""_thumbs/shaping-ai/processed-world-introduction.pdf.0.png.600.jpeg?v=1687959563914"",""size"":600},{""path"":""_thumbs/shaping-ai/processed-world-introduction.pdf.0.png.800.jpeg?v=1687959563922"",""size"":800},{""path"":""_thumbs/shaping-ai/processed-world-introduction.pdf.0.png.1600.jpeg?v=1687959564154"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230628_153904-w49
Python,2022,"[ ""Alexandre Défossez"", ""Pierre Latouche"" ]",librairie,Site de Python,Page d'accueil du site du langage informatique Python,Python,"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/page-daccueil-python.pdf.0.png.180.jpeg?v=1654164856953"",""size"":180},{""path"":""_thumbs/shaping-ai/page-daccueil-python.pdf.0.png.360.jpeg?v=1654164857106"",""size"":360},{""path"":""_thumbs/shaping-ai/page-daccueil-python.pdf.0.png.600.jpeg?v=1654164857136"",""size"":600},{""path"":""_thumbs/shaping-ai/page-daccueil-python.pdf.0.png.800.jpeg?v=1654164857147"",""size"":800},{""path"":""_thumbs/shaping-ai/page-daccueil-python.pdf.0.png.1600.jpeg?v=1654164857069"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220602_121402-378
Technopolice | Contexte d'intégration dans le Système d'Information de la Ville de Marseille,2017,,interface,,Extrait de la base de données Technopolice présentant un document lié à un appel d'offre Big Data de la Direction de l'Innovation Numérique et Systèmes d'Information de la ville de Marseille.,Quadrature du Net,"[ ""2.3. Ouvrir les boîtes noires"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/p2-felix-a4-6.pdf.0.png.180.jpeg?v=1654526206826"",""size"":180},{""path"":""_thumbs/shaping-ai/p2-felix-a4-6.pdf.0.png.360.jpeg?v=1654526206984"",""size"":360},{""path"":""_thumbs/shaping-ai/p2-felix-a4-6.pdf.0.png.600.jpeg?v=1654526207014"",""size"":600},{""path"":""_thumbs/shaping-ai/p2-felix-a4-6.pdf.0.png.800.jpeg?v=1654526207140"",""size"":800},{""path"":""_thumbs/shaping-ai/p2-felix-a4-6.pdf.0.png.1600.jpeg?v=1654526206827"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_163557-gbz
Wekinator,2015,"[ ""Hugo Scurto"" ]",logiciel,Site web du projet Wekinator,Logiciel open source qui permet la création d'instruments de musique,Rebecca Fiebrink,"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/wekinator-fiebrink.png.180.jpeg?v=1655071149842"",""size"":180},{""path"":""_thumbs/shaping-ai/wekinator-fiebrink.png.360.jpeg?v=1655071149923"",""size"":360},{""path"":""_thumbs/shaping-ai/wekinator-fiebrink.png.600.jpeg?v=1655071150800"",""size"":600},{""path"":""_thumbs/shaping-ai/wekinator-fiebrink.png.800.jpeg?v=1655071151255"",""size"":800},{""path"":""_thumbs/shaping-ai/wekinator-fiebrink.png.1600.jpeg?v=1655071151155"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_235824-mp5
Machine Learning as Meta-instrument,2021,"[ ""Hugo Scurto"" ]",vidéo,Youtube,,Rebecca Fiebrink,"[ ""2.3. Ouvrir les boîtes noires"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/copie-de-hs-docs-indd-15.pdf.0.png.180.jpeg?v=1688046413873"",""size"":180},{""path"":""_thumbs/shaping-ai/copie-de-hs-docs-indd-15.pdf.0.png.360.jpeg?v=1688046413923"",""size"":360},{""path"":""_thumbs/shaping-ai/copie-de-hs-docs-indd-15.pdf.0.png.600.jpeg?v=1688046413906"",""size"":600},{""path"":""_thumbs/shaping-ai/copie-de-hs-docs-indd-15.pdf.0.png.800.jpeg?v=1688046413928"",""size"":800},{""path"":""_thumbs/shaping-ai/copie-de-hs-docs-indd-15.pdf.0.png.1600.jpeg?v=1688046414157"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230629_154621-o67
Reclaim your face CAMPAIGN,2019,"[ ""Félix Tréguer"" ]",campagne,Reclaim your face,Campaign initiated by a coalition of European NGOs to lobby at the EU to ban Facial Recognition and surveillance AI systems.,Reclaim your face,"[ ""2.4. Réguler l’IA"", ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/reclaim-your-face-reclaim-your-face.pdf.0.png.180.jpeg?v=1688464781998"",""size"":180},{""path"":""_thumbs/shaping-ai/reclaim-your-face-reclaim-your-face.pdf.0.png.360.jpeg?v=1688464782044"",""size"":360},{""path"":""_thumbs/shaping-ai/reclaim-your-face-reclaim-your-face.pdf.0.png.600.jpeg?v=1688464782031"",""size"":600},{""path"":""_thumbs/shaping-ai/reclaim-your-face-reclaim-your-face.pdf.0.png.800.jpeg?v=1688464782036"",""size"":800},{""path"":""_thumbs/shaping-ai/reclaim-your-face-reclaim-your-face.pdf.0.png.1600.jpeg?v=1688464782249"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230704_115925-zru
Interface de consultation en ligne | Loi pour une République Numérique,2015,"[ ""PA Chevalier"" ]",interface,République Numérique,,République Numérique,"[ ""2.4. Réguler l’IA"", ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/consultation-loi-lemaire.pdf.0.png.180.jpeg?v=1688465058073"",""size"":180},{""path"":""_thumbs/shaping-ai/consultation-loi-lemaire.pdf.0.png.360.jpeg?v=1688465058119"",""size"":360},{""path"":""_thumbs/shaping-ai/consultation-loi-lemaire.pdf.0.png.600.jpeg?v=1688465058111"",""size"":600},{""path"":""_thumbs/shaping-ai/consultation-loi-lemaire.pdf.0.png.800.jpeg?v=1688465058225"",""size"":800},{""path"":""_thumbs/shaping-ai/consultation-loi-lemaire.pdf.0.png.1600.jpeg?v=1688465058198"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230704_120333-x08
